id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1275110983296417792,1275110983296417792,1592845123000,2020-06-22,12:58:43,EDT,178408973,prlacey,Paul Lacey,,"Super excited for #TRIRIGA's central role IBM Watson Works, a curated set of products helping companies #returntowork. TRIRIGA helps companies organize and manage facilities and adhere to new COVID-19 protocols.
 https://www.ibm.com/watson/watson-works …",[],['https://www.ibm.com/watson/watson-works'],[],0,0,0,"['#tririga', '#returntowork']",[],https://twitter.com/prlacey/status/1275110983296417792,False,,0,,,,,,,"[{'user_id': '178408973', 'username': 'prlacey'}]",,,,
1275110983220948993,1275110983220948993,1592845123000,2020-06-22,12:58:43,EDT,533670216,bledsoechuck,Chuck Bledsoe@gab.ai ✝ ن #CCOT #MAGA🇺🇸,,"Tensions rise between Native American tribes and the federal government over COVID-19 measures~
Due to the high number of reservation members with underlying conditions, tribe leaders said they have the right to be vigilant when protecting their residents.  https://www.oann.com/tensions-rise-between-native-american-tribes-and-the-federal-government-over-covid-19-measures/ …",[],['https://www.oann.com/tensions-rise-between-native-american-tribes-and-the-federal-government-over-covid-19-measures/'],[],0,0,0,[],[],https://twitter.com/BledsoeChuck/status/1275110983220948993,False,,0,,,,,,,"[{'user_id': '533670216', 'username': 'BledsoeChuck'}]",,,,
1275110978997366787,1275110978997366787,1592845122000,2020-06-22,12:58:42,EDT,42918167,wise_tweets,WISE,,We’re now closing our third Twitter Chat in our series on #COVID19. A big thank you to all the participants! 👏 Join us tomorrow for our virtual convening with @SalzburgGlobal @holoniq for more insights on these topics: http://bit.ly/EducationReimaginedPartII …,"['salzburgglobal', 'holoniq']",['http://bit.ly/EducationReimaginedPartII'],[],0,0,0,['#covid19'],[],https://twitter.com/WISE_Tweets/status/1275110978997366787,False,,0,,,,,,,"[{'user_id': '42918167', 'username': 'WISE_Tweets'}, {'user_id': '18933976', 'username': 'SalzburgGlobal'}, {'user_id': '969313520515923968', 'username': 'holoniq'}]",,,,
1275110978187931649,1275108370370920450,1592845122000,2020-06-22,12:58:42,EDT,1231549103319941120,oduleyej,Oduleye John,,"🔴SPECPOL (Special Political and Decolonization Committee)
Topic: Review of Peacekeeping Operations for COVID-19 pandemic
.
🔴(ECOFIN) Economic and Financial Affairs Council:
Topic: Mitigating economic pressures due to COVID-19",[],[],[],0,0,0,[],[],https://twitter.com/OduleyeJ/status/1275110978187931649,False,,0,,,,,,,"[{'user_id': '1231549103319941120', 'username': 'OduleyeJ'}]",,,,
1275110975918813184,1275110975918813184,1592845121000,2020-06-22,12:58:41,EDT,636629677,gmofreeusa,GMO Free USA,,"China suspends imports of poultry from Tyson plant over COVID-19, customs authority says | Article [AMP] | Reuters  https://www.reuters.com/article/us-health-coronavirus-china-tyson-foods-idUSKBN23S0DB …",[],['https://www.reuters.com/article/us-health-coronavirus-china-tyson-foods-idUSKBN23S0DB'],[],0,0,0,[],[],https://twitter.com/GMOFreeUSA/status/1275110975918813184,False,,0,,,,,,,"[{'user_id': '636629677', 'username': 'GMOFreeUSA'}]",,,,
1275110975193186305,1275110975193186305,1592845121000,2020-06-22,12:58:41,EDT,4371573142,hocomvalenciana,H.O. Com. Valenciana,,Justin Trudeau: Say No to Canada's Funding Abortions in Africa during COVID-19 - Sign:  http://citizengo.org/en/node/180551?utm_source=tw&utm_medium=social&utm_campaign=EN_ROW-2020-06-22-Local-LF-AK-180551-Stop_Canada_Overseas_abortion_fund-.01_AA_Launch&utm_content=tyflow&utm_campaign=EN_ROW-2020-06-22-Local-LF-AK-180551-Stop_Canada_Overseas_abortion_fund-.01_AA_Launch …,[],['http://citizengo.org/en/node/180551?utm_source=tw&utm_medium=social&utm_campaign=EN_ROW-2020-06-22-Local-LF-AK-180551-Stop_Canada_Overseas_abortion_fund-.01_AA_Launch&utm_content=tyflow&utm_campaign=EN_ROW-2020-06-22-Local-LF-AK-180551-Stop_Canada_Overseas_abortion_fund-.01_AA_Launch'],[],0,0,0,[],[],https://twitter.com/HOComValenciana/status/1275110975193186305,False,,0,,,,,,,"[{'user_id': '4371573142', 'username': 'HOComValenciana'}]",,,,
1275110973137969155,1275097872275574784,1592845121000,2020-06-22,12:58:41,EDT,2376897169,kasayerh,Kasaye,,"Take some paracetamol. If the headache persists it may be a sign for COVID19 So, check your tempreature & also take the test while isolating yourself. 😂😂😂😂😂
Funny propagandists :-)

#ItIsMyDam",['ahramonline'],[],[],0,0,0,['#itismydam'],[],https://twitter.com/KasayeRH/status/1275110973137969155,False,,0,,,,,,,"[{'user_id': '2376897169', 'username': 'KasayeRH'}, {'user_id': '211848704', 'username': 'ahramonline'}]",,,,
1275110972147953664,1275110972147953664,1592845120000,2020-06-22,12:58:40,EDT,50407864,rickmcguire1,Rick McGuire,,The Week in COVID-19:  This summary for physicians highlights the top COVID-related research from the past week.  https://bit.ly/2NmnKxi ,[],['https://bit.ly/2NmnKxi'],[],0,0,0,[],[],https://twitter.com/RickMcGuire1/status/1275110972147953664,False,,0,,,,,,,"[{'user_id': '50407864', 'username': 'RickMcGuire1'}]",,,,
1275110965432983556,1275110965432983556,1592845119000,2020-06-22,12:58:39,EDT,715623260533231617,votechoice,#VOTEPROCHOICE,,"Tennessee lawmakers have passed a bill banning abortion as early as six weeks of pregnancy; The new ban comes just two months after Tennessee unsuccessfully attempted to ban abortion procedures under the guise of #COVID19 restrictions

 https://www.plannedparenthood.org/about-us/newsroom/press-releases/tennessee-abortion-ban-immediately-challenged-in-court-by-planned-parenthood-the-center-for-reproductive-rights-and-aclu …",[],['https://www.plannedparenthood.org/about-us/newsroom/press-releases/tennessee-abortion-ban-immediately-challenged-in-court-by-planned-parenthood-the-center-for-reproductive-rights-and-aclu'],[],0,0,0,['#covid19'],[],https://twitter.com/VoteChoice/status/1275110965432983556,False,,0,,,,,,,"[{'user_id': '715623260533231617', 'username': 'VoteChoice'}]",,,,
1275110965000970241,1275097665731166211,1592845119000,2020-06-22,12:58:39,EDT,1189330590971154433,tampaforwarren,Hillsborough Co. for Elizabeth Warren 2020,,"if you want to be simple and pretend voter suppression isn't real and the covid19 threat is not a threat, fine.

But why not make election day a federal day off?",['realyobanicruz'],[],[],0,0,0,[],[],https://twitter.com/TampaForWarren/status/1275110965000970241,False,,0,,,,,,,"[{'user_id': '1189330590971154433', 'username': 'TampaForWarren'}, {'user_id': '815968021554593792', 'username': 'realyobanicruz'}]",,,,
